Anno	Codice	PuntoV	Imponibile	Iva	Totale	Contanti	Carta	Tickets	Assegni	Altro	Sospesi	Perdite
2024	175	1	1084.98	95.22	1180.2	772.2	275.2	0	0	132.8	0	0
2024	175	2	425.8	42.25	468.05	395.3	69.4	0	0	3.35	0	0
2024	176	1	1294.68	100.92	1395.6	704.52	405.6	0	0	285.48	0	0
2024	176	2	404.98	40.32	445.3	347.2	96.3	0	0	1.8	0	0
2024	177	1	2440.89	216.61	2657.5	1640.2	742.5	0	0	274.8	0	0
2024	177	2	583.83	58.37	642.2	540.6	101.5	0	0	0.1	0	0
2024	178	1	1829.42	152.98	1982.4	1095.4	587.4	0	0	299.6	0	0
2024	178	2	652.74	64.71	717.45	634.6	77.2	0	0	5.65	0	0
2024	179	1	1342.45	99.21	1441.66	569.63	521.66	0	0	350.37	0	0
2024	179	2	570.66	56.24	626.9	491.7	126.9	0	0	8.3	0	0
2024	180	1	1688.95	133.65	1822.6	1197.5	272.6	0	0	352.5	0	0
2024	180	2	594.95	58.15	653.1	601.1	38.5	0	0	13.5	0	0
2024	181	1	1707.14	136.96	1844.1	877.5	629.1	0	0	337.5	0	0
2024	181	2	669.32	66.18	735.5	610.69	117.3	0	0	7.51	0	0
2024	182	1	1254.1	96.5	1350.6	680.94	380.6	0	0	289.06	0	0
2024	182	2	464.86	46.44	511.3	447.8	63	0	0	0.5	0	0
2024	183	1	1409.32	113.3	1522.62	838.67	407.62	0	0	276.33	0	0
2024	183	2	527	52.7	579.7	488	91.2	0	0	0	0	0.5
2024	184	1	2403.74	215.19	2618.93	1298.19	1068.93	0	0	251.81	0	0
2024	184	2	716.78	70.16	786.94	629.8	142	0	0	15.14	0	0
2024	185	1	2648.61	202.19	2850.8	1458.3	765.8	0	0	626.7	0	0
2024	185	2	1310.12	129.28	1439.4	1152.6	269.5	0	0	17.3	0	0
2024	186	1	1271.5	82.4	1353.9	642.5	263.9	0	0	447.5	0	0
2024	186	2	527.7	50.8	578.5	478	80.8	0	0	19.7	0	0
2024	187	1	1370.97	102.83	1473.8	727.38	403.8	0	0	342.62	0	0
2024	187	2	504.64	50.46	555.1	404.5	150	0	0	0	0	0.6
2024	188	1	1176.78	92.62	1269.4	744.4	274.4	0	0	250.6	0	0
2024	188	2	470.73	47.07	517.8	390.59	29.6	0	0	0	0	97.61
2024	189	1	1932.3	124.9	2057.2	681.7	692.2	0	0	683.3	0	0
2024	189	2	640.82	64.08	704.9	551.9	152.4	0	0	0	0	0.6
2024	190	1	1475.37	117.53	1592.9	929.9	362.9	0	0	300.1	0	0
2024	190	2	615.41	61.19	676.6	602.7	70.4	0	0	3.5	0	0
2024	191	1	2611.46	227.38	2838.84	1322.66	1178.54	0	0	337.64	0	0
2024	191	2	818.91	81.89	900.8	638.31	260	0	0	0	0	2.49
2024	192	1	2207.81	175.99	2383.8	1192.12	743.8	0	0	447.88	0	0
2024	192	2	978.18	97.82	1076	844.95	231	0	0	0	0	0.05
2024	193	1	2043.16	142.05	2185.21	987.31	575.21	0	0	622.69	0	0
2024	193	2	575.64	57.56	633.2	512.15	121	0	0	0	0	0.05
2024	194	1	1355.12	115.88	1471	788.7	486	0	0	196.3	0	0
2024	194	2	649.91	64.99	714.9	573.6	141	0	0	0	0	0.3
2024	195	1	1610.25	122.75	1733	827.2	523	0	0	382.8	0	0
2024	195	2	727.82	72.78	800.6	645.2	155	0	0	0	0	0.4
2024	196	1	1638.24	132.31	1770.55	979.9	475.55	0	0	315.1	0	0
2024	196	2	864.62	85.83	950.45	823.9	120.2	0	0	6.35	0	0
2024	197	1	1822.14	130.16	1952.3	819.5	612.3	0	0	520.5	0	0
2024	197	2	706.09	70.61	776.7	613.7	162.9	0	0	0	0	0.1
2024	198	1	2481.06	223.64	2704.7	1590.31	869.7	0	0	244.69	0	0
2024	198	2	884.84	88.46	973.3	701.1	272	0	0	0.2	0	0
2024	199	1	2017.64	160.06	2177.7	1158	602.7	0	0	417	0	0
2024	199	2	892.73	89.27	982	804.05	177	0	0	0	0	0.95
2024	200	1	2683.19	209.91	2893.1	1530.94	778.1	0	0	584.06	0	0
2024	200	2	1287.04	128.7	1415.74	1215	200	0	0	0	0	0.74
2024	201	1	1607.54	126.16	1733.7	1019.06	368.7	0	0	345.94	0	0
2024	201	2	796.82	79.68	876.5	677.4	199	0	0	0	0	0.1
2024	202	1	1638.34	133.56	1771.9	892.3	576.9	0	0	302.7	0	0
2024	202	2	703.64	70.36	774	595.7	178	0	0	0	0	0.3
2024	203	1	1520.37	125.63	1646	890.91	491	0	0	264.09	0	0
2024	203	2	711.36	71.14	782.5	579.1	203	0	0	0	0	0.4
2024	204	1	1494.79	100.21	1595	637.3	465	0	0	492.7	0	0
2024	204	2	698.91	69.89	768.8	591.7	177	0	0	0	0	0.1
2024	205	1	2537.2	237.05	2774.25	1498.3	1109.25	0	0	166.7	0	0
2024	205	2	835.18	83.52	918.7	632.4	286	0	0	0	0	0.3
2024	206	1	2154.71	195.79	2350.5	1463.2	690.5	0	0	196.8	0	0
2024	206	2	1007.27	100.73	1108	846.7	260.3	0	0	0	0	1
2024	207	1	1668.8	136	1804.8	1201.16	294.8	0	0	308.84	0	0
2024	207	2	722.55	72.25	794.8	679.25	115	0	0	0	0	0.55
2024	208	1	1697.18	141.82	1839	911.03	649	0	0	278.97	0	0
2024	208	2	577.73	57.77	635.5	521.3	114	0	0	0	0	0.2
2024	209	1	1773.38	144.52	1917.9	1041.8	547.9	0	0	328.2	0	0
2024	209	2	663.64	66.36	730	570	159.8	0	0	0	0	0.2
2024	210	1	1750.81	161.26	1912.07	1301.77	472.07	0	0	138.23	0	0
2024	210	2	793.09	79.31	872.4	761	110	0	0	0	0	1.4
2024	211	1	1813.38	145.22	1958.6	933.6	663.8	0	0	361.2	0	0
2024	211	2	722.64	72.26	794.9	632.05	162.5	0	0	0	0	0.35
2024	212	1	2785	251.4	3036.4	1974	791.4	0	0	271	0	0
2024	212	2	1155.36	115.54	1270.9	972.65	298	0	0	0	0	0.25
2024	213	1	2412.27	198.93	2611.2	1522	666.2	0	0	423	0	0
2024	213	2	1074	107.4	1181.4	1004.3	177	0	0	0	0	0.1
2024	214	1	2062.59	161.75	2224.34	1024.89	754.34	0	0	445.11	0	0
2024	214	2	822.02	82.2	904.22	741.6	162	0	0	0	0	0.62
2024	215	1	1898.01	166.19	2064.2	1083.9	744.2	0	0	236.1	0	0
2024	215	2	759.09	75.91	835	655	180	0	0	0	0	0
2024	216	1	1731.15	151.15	1882.3	1045.4	617.3	0	0	219.6	0	0
2024	216	2	867.55	86.75	954.3	703.3	250	0	0	0	0	1
2024	217	1	2135.85	179.95	2315.8	1083.6	895.8	0	0	336.4	0	0
2024	217	2	999.36	99.94	1099.3	898.2	201	0	0	0	0	0.1
2024	218	1	2186.16	182.7	2368.86	1290.82	718.86	0	0	359.18	0	0
2024	218	2	790.09	79.01	869.1	696.05	173	0	0	0	0	0.05
2024	219	1	3502.2	304.57	3806.77	2049.44	1300.8	0	0	456.53	0	0
2024	219	2	1361.18	136.12	1497.3	1118.99	378	0	0	0	0	0.31
2024	220	1	2121.06	179.44	2300.5	1288.2	685.6	0	0	326.7	0	0
2024	220	2	1356	135.6	1491.6	1132.3	359	0	0	0	0	0.3
2024	221	1	2465.18	196.82	2662	1343	822	0	0	497	0	0
2024	221	2	1192.09	119.21	1311.3	1001.9	309	0	0	0	0	0.4
2024	222	1	2792.75	230.25	3023	1519.7	1013	0	0	490.3	0	0
2024	222	2	1132.45	113.25	1245.7	1088.3	157	0	0	0	0	0.4
2024	223	1	3076.37	230.03	3306.4	1503.96	1026.4	0	0	776.04	0	0
2024	223	2	1141.82	114.18	1256	1038	218	0	0	0	0	0
2024	224	1	2067.13	173.79	2240.92	1200.73	710.92	0	0	329.27	0	0
2024	224	2	1028.64	102.86	1131.5	888.9	241	0	0	0	0	1.6
2024	225	1	2749.78	237.52	2987.3	1430.4	1182.3	0	0	374.6	0	0
2024	225	2	1278.09	127.81	1405.9	1039.08	365	0	0	0	0	1.82
2024	226	1	2954.61	253.47	3208.08	1795.1	993.08	0	0	419.9	0	0
2024	226	2	1098.45	109.85	1208.3	954.37	253	0	0	0	0	0.93
2024	227	1	3639.81	313.39	3953.2	1994.1	1453.2	0	0	505.9	0	0
2024	227	2	2013.73	201.37	2215.1	1687.9	527	0	0	0	0	0.2
2024	228	1	3265.83	253.97	3519.8	1773.87	1019.8	0	0	726.13	0	0
2024	228	2	1626.55	162.65	1789.2	1327.2	461.8	0	0	0	0	0.2
2024	229	1	2265.07	189.83	2454.9	1413.22	674.9	0	0	366.78	0	0
2024	229	2	999.91	99.99	1099.9	893.95	205	0	0	0	0	0.95
2024	230	1	1806.71	151.19	1957.9	1025.2	637.9	0	0	294.8	0	0
2024	230	2	867.55	86.75	954.3	790	164	0	0	0	0	0.3
2024	231	1	1583.65	137.05	1720.7	1076.9	430.7	0	0	213.1	0	0
2024	231	2	744.18	74.42	818.6	714.5	104	0	0	0	0	0.1
2024	232	1	1986.7	177.5	2164.2	1233.3	719.2	0	0	211.7	0	0
2024	232	2	936.09	93.61	1029.7	765.4	264	0	0	0	0	0.3
2024	233	1	2236.46	200.01	2436.47	1373.66	826.47	0	0	236.34	0	0
2024	233	2	978	97.8	1075.8	860	215	0	0	0	0	0.8
2024	234	1	2218.66	192.84	2411.5	1089.7	1031.5	0	0	290.3	0	0
2024	234	2	859.64	85.96	945.6	679.45	265	0	0	0	0	1.15
2024	235	1	1994.62	176.14	2170.76	1146.8	790.76	0	0	233.2	0	0
2024	235	2	753.09	75.31	828.4	682.56	145	0	0	0	0	0.84
2024	236	1	1883.28	156.22	2039.5	1218.9	499.5	0	0	321.1	0	0
2024	236	2	836.27	83.63	919.9	625	293.7	0	0	0	0	1.2
2024	237	1	1615.8	145.1	1760.9	1025.2	570.9	0	0	164.8	0	0
2024	237	2	687.27	68.73	756	645	101.2	0	0	0	0	9.8
2024	238	1	1970.71	166.79	2137.5	1162.2	672.5	0	0	302.8	0	0
2024	238	2	711.18	71.12	782.3	687	95	0	0	0	0	0.3
2024	239	1	1837.67	146.95	1984.62	931.83	684.62	0	0	368.17	0	0
2024	239	2	607.64	60.76	668.4	552.9	115	0	0	0	0	0.5
2024	240	1	2425.14	225.26	2650.4	1557.47	920.4	0	0	172.53	0	0
2024	240	2	800.27	80.03	880.3	674	206	0	0	0	0	0.3
2024	241	1	2067.38	152.62	2220	1678.8	0	0	0	541.2	0	0
2024	241	2	803.73	79.97	883.7	879.7	0	0	0	4	0	0
2024	242	1	1661.43	134.7	1796.13	1170.61	311.13	0	0	314.39	0	0
2024	242	2	748.91	74.89	823.8	688.4	135	0	0	0	0	0.4
2024	243	1	1493.41	132.79	1626.2	1132.3	328.4	0	0	165.5	0	0
2024	243	2	721.27	72.13	793.4	661.4	132	0	0	0	0	0
2024	244	1	1569.45	133.25	1702.7	1038	427.7	0	0	237	0	0
2024	244	2	590.64	59.06	649.7	523.45	125	0	0	0	0	1.25
2024	245	1	2364.05	203.05	2567.1	1421.5	812.1	0	0	333.5	0	0
2024	245	2	918.55	91.85	1010.4	882.2	128	0	0	0	0	0.2
2024	246	1	1485.45	139.85	1625.3	1128	410.3	0	0	87	0	0
2024	246	2	611.2	61.1	672.3	583.1	89	0	0	0.2	0	0
2024	247	1	2334.04	225.66	2559.7	1672.6	809.7	0	0	77.4	0	0
2024	247	2	818.82	81.88	900.7	720.1	180	0	0	0	0	0.6
2024	248	1	1834.92	165.86	2000.78	1157.2	667.3	0	0	176.28	0	0
2024	248	2	1015.55	101.55	1117.1	890.8	225	0	0	0	0	1.3
2024	249	1	2142.09	190.01	2332.1	1277.98	812.1	0	0	242.02	0	0
2024	249	2	672.27	67.23	739.5	647.8	91	0	0	0	0	0.7
2024	250	1	1623.95	142.75	1766.7	1093.55	476.7	0	0	196.45	0	0
2024	250	2	721	72.1	793.1	641.79	150	0	0	0	0	1.31
2024	251	1	1557.61	135.99	1693.6	1052.24	443.6	0	0	197.76	0	0
2024	251	2	618.55	61.85	680.4	573.5	106	0	0	0	0	0.9
2024	252	1	1772.01	165.65	1937.66	1364.5	457.66	0	0	115.5	0	0
2024	252	2	585.27	58.53	643.8	521.2	122	0	0	0	0	0.6
2024	253	1	1772.28	166.52	1938.8	1327.9	503.8	0	0	107.1	0	0
2024	253	2	750.36	75.04	825.4	713.8	111.5	0	0	0	0	0.1
2024	254	1	3059.31	285.05	3344.36	1776.23	1359.36	0	0	208.77	0	0
2024	254	2	965.73	96.57	1062.3	774.3	288	0	0	0	0	0
2024	255	1	2416.1	225.9	2642	1752.9	732	0	0	157.1	0	0
2024	255	2	986.55	98.65	1085.2	808.7	276	0	0	0	0	0.5
2024	256	1	1364.78	134.27	1499.05	1092.87	384.05	0	0	22.13	0	0
2024	256	2	520.63	52.06	572.69	421.3	151	0	0	0	0	0.39
2024	257	1	1355.4	128.9	1484.3	1048.6	369.3	0	0	66.4	0	0
2024	257	2	695.09	69.51	764.6	612.3	152	0	0	0	0	0.3
2024	258	1	1370.92	133.68	1504.6	1180.9	289.6	0	0	34.1	0	0
2024	258	2	507.64	50.76	558.4	485.6	72	0	0	0	0	0.8
2024	259	1	1588.81	138.29	1727.1	964.04	557.1	0	0	205.96	0	0
2024	259	2	569.55	56.95	626.5	411.2	215	0	0	0	0	0.3
2024	260	1	1280.75	121.75	1402.5	901.8	437.5	0	0	63.2	0	0
2024	260	2	464.18	46.42	510.6	433.8	76	0	0	0	0	0.8
2024	261	1	2693.27	244.65	2937.92	1853.2	837.92	0	0	246.8	0	0
2024	261	2	796.09	79.61	875.7	733.3	142	0	0	0	0	0.4
2024	262	1	1896.87	169.33	2066.2	1236.44	626.2	0	0	203.56	0	0
2024	262	2	1035.09	103.51	1138.6	962.25	176	0	0	0	0	0.35
2024	263	1	1004.72	88.68	1093.4	912.1	63.4	0	0	117.9	0	0
2024	263	2	559.45	55.95	615.4	549.1	66	0	0	0	0	0.3
2024	264	1	1187.05	95.7	1282.75	849.95	202.75	0	0	230.05	0	0
2024	264	2	458.27	45.83	504.1	394.65	109.45	0	0	0	0	0
2024	265	1	1007.36	88.04	1095.4	823	145.4	0	0	127	0	0
2024	265	2	358.55	35.85	394.4	376.8	17	0	0	0	0	0.6
2024	266	1	1292.09	95.51	1387.6	743	307.6	0	0	337	0	0
2024	266	2	349.91	34.99	384.9	347.4	37	0	0	0	0	0.5
2024	267	1	1198.82	118.08	1316.9	1107	191.9	0	0	18	0	0
2024	267	2	499.82	49.98	549.8	479.15	70	0	0	0	0	0.65
2024	268	1	2745.82	252.98	2998.8	1739	1043.8	0	0	216	0	0
2024	268	2	823.09	82.31	905.4	754.8	150	0	0	0	0	0.6
2024	269	1	1957.79	174.81	2132.6	1465.9	457	0	0	209.7	0	0
2024	269	2	869.18	86.92	956.1	795.15	160	0	0	0	0	0.95
2024	270	1	1117.28	110.62	1227.9	918.9	297.9	0	0	11.1	0	0
2024	270	2	479.18	47.92	527.1	413.9	113	0	0	0	0	0.2
2024	271	1	1795.3	108.1	1903.4	425.66	763.4	0	0	714.34	0	0
2024	271	2	498.27	49.83	548.1	425.6	122	0	0	0	0	0.5
2024	272	1	1144.63	90.27	1234.9	673.1	319.9	0	0	241.9	0	0
2024	272	2	458.55	45.85	504.4	430	74	0	0	0	0	0.4
2024	273	1	1292.69	115.01	1407.7	927.4	337.7	0	0	142.6	0	0
2024	273	2	450.91	45.09	496	362.45	133	0	0	0	0	0.55
2024	274	1	1250.07	111.13	1361.2	756.18	466.2	0	0	138.82	0	0
2024	274	2	453.36	45.34	498.7	403.15	95	0	0	0	0	0.55
2024	275	1	3095.4	288.3	3383.7	1952.63	1218.7	0	0	212.37	0	0
2024	275	2	777.91	77.79	855.7	746.1	109	0	0	0	0	0.6
2024	276	1	2045.42	189.78	2235.2	1472.4	615.2	0	0	147.6	0	0
2024	276	2	1088.18	108.82	1197	952.18	244	0	0	0	0	0.82
2024	277	1	960.26	89.24	1049.5	757.1	224.5	0	0	67.9	0	0
2024	277	2	424.82	42.48	467.3	355	112	0	0	0	0	0.3
2024	278	1	1170.3	83.55	1253.85	715.16	203.85	0	0	334.84	0	0
2024	278	2	427.91	42.79	470.7	394.85	75	0	0	0	0	0.85
2024	279	1	1423.55	117.35	1540.9	979.9	310.9	0	0	250.1	0	0
2024	279	2	368.73	36.87	405.6	358.5	47	0	0	0	0	0.1
2024	280	1	1055.48	88.12	1143.6	575.68	393.6	0	0	174.32	0	0
2024	280	2	409	40.9	449.9	371	78.5	0	0	0	0	0.4
2024	281	1	1283.8	115.1	1398.9	762.15	503.9	0	0	132.85	0	0
2024	281	2	419.64	41.96	461.6	375.4	86	0	0	0	0	0.2
2024	282	1	2819.65	270.75	3090.4	1822.9	1155.4	0	0	112.1	0	0
2024	282	2	714.91	71.49	786.4	624.2	162	0	0	0	0	0.2
2024	283	1	1954.22	178.34	2132.56	1084.2	877.56	0	0	170.8	0	0
2024	283	2	917.36	91.74	1009.1	800.6	208	0	0	0	0	0.5
2024	284	1	1068.15	100.65	1168.8	888.4	218.8	0	0	61.6	0	0
2024	284	2	390.27	39.03	429.3	350	79	0	0	0	0	0.3
2024	285	1	952.72	73.68	1026.4	624.5	186	0	0	215.9	0	0
2024	285	2	498.45	49.85	548.3	451.3	97	0	0	0	0	0
2024	286	1	1263.18	90.42	1353.6	651.03	343.6	0	0	358.97	0	0
2024	286	2	369.55	36.95	406.5	329.4	77	0	0	0	0	0.1
2024	287	1	1133.68	94.62	1228.3	762.47	278.3	0	0	187.53	0	0
2024	287	2	445.45	44.55	490	357.3	131	0	0	0	0	1.7
2024	288	1	1290.5	109.67	1400.17	778.69	427.66	0	0	193.82	0	0
2024	288	2	378.18	37.82	416	312.95	103	0	0	0	0	0.05
2024	289	1	2850.97	206.43	3057.4	1243.33	1027.4	0	0	786.67	0	0
2024	289	2	773.64	77.36	851	658.65	192	0	0	0	0	0.35
2024	290	1	2006.92	157.75	2164.67	995.58	739.67	0	0	429.42	0	0
2024	290	2	819.18	81.92	901.1	760.8	140	0	0	0	0	0.3
2024	291	1	992.27	80.53	1072.8	513	372.8	0	0	187	0	0
2024	291	2	311.45	31.15	342.6	269.8	72	0	0	0	0	0.8
2024	292	1	1194.06	105.04	1299.1	697.6	457.8	0	0	143.7	0	0
2024	292	2	313.64	31.36	345	331.1	13	0	0	0	0	0.9
2024	293	1	1097.46	105.04	1202.5	787.9	367.5	0	0	47.1	0	0
2024	293	2	292.73	29.27	322	291.7	30	0	0	0	0	0.3
2024	294	1	1110.29	95.01	1205.3	664.8	380.3	0	0	160.2	0	0
2024	294	2	304.64	30.46	335.1	287	24.6	0	0	0	0	23.5
2024	295	1	1213.28	107.12	1320.4	762.9	415.4	0	0	142.1	0	0
2024	295	2	345.18	34.52	379.7	263.8	111.2	0	0	0	0	4.7
2024	296	1	2724.54	248.46	2973	1695.05	1038	0	0	239.95	0	0
2024	296	2	553.64	55.36	609	489	103	0	0	0	0	17
2024	297	1	2188.27	197.43	2385.7	1296.03	875.7	0	0	213.97	0	0
2024	297	2	706.18	70.47	776.65	655.43	119.77	0	0	1.45	0	0
2024	298	1	1069.28	86.52	1155.8	765.87	185.8	0	0	204.13	0	0
2024	298	2	321.45	32.15	353.6	242.3	88.6	0	0	0	0	22.7
2024	299	1	1314.09	110.21	1424.3	828.1	384.2	0	0	212	0	0
2024	299	2	462.27	46.23	508.5	433.3	73.4	0	0	0	0	1.8
2024	300	1	1275.05	93.35	1368.4	608.4	418.4	0	0	341.6	0	0
2024	300	2	384.09	38.41	422.5	380.7	41.5	0	0	0	0	0.3
2024	301	1	1383.02	113.6	1496.62	808.02	441.62	0	0	246.98	0	0
2024	301	2	483.45	48.35	531.8	389.05	142	0	0	0	0	0.75
2024	302	1	2044.26	187.68	2231.94	1507.5	556.94	0	0	167.5	0	0
2024	302	2	838.27	83.83	922.1	763.3	149.4	0	0	0	0	9.4
2024	303	1	2752.45	246.7	2999.15	1789.52	924.15	0	0	285.48	0	0
2024	303	2	694.82	69.48	764.3	635.05	129	0	0	0	0	0.25
2024	304	1	1873.45	162.65	2036.1	1293	496.1	0	0	247	0	0
2024	304	2	746.45	74.65	821.1	680.8	140	0	0	0	0	0.3
2024	305	1	1023.55	88.85	1112.4	704.1	273.3	0	0	135	0	0
2024	305	2	354.18	35.42	389.6	285.1	104	0	0	0	0	0.5
2024	306	1	1179.24	97.26	1276.5	657.4	412.5	0	0	206.6	0	0
2024	306	2	447.36	44.74	492.1	361.9	130	0	0	0	0	0.2
2024	307	1	1179.86	92.94	1272.8	574.5	447.8	0	0	250.5	0	0
2024	307	2	341.82	34.18	376	324.6	51	0	0	0	0	0.4
2024	308	1	1115.4	91.2	1206.6	771.65	231.6	0	0	203.35	0	0
2024	308	2	368.09	36.81	404.9	319.4	85.3	0	0	0	0	0.2
2024	309	1	1319.49	104.41	1423.9	769.6	378.9	0	0	275.4	0	0
2024	309	2	348.82	34.88	383.7	306.7	77	0	0	0	0	0
2024	310	1	2230.97	219.13	2450.1	1688.42	722	0	0	39.68	0	0
2024	310	2	784.09	78.41	862.5	699.59	162	0	0	0	0	0.91
2024	311	1	1891.39	168.61	2060	1294.7	560	0	0	205.3	0	0
2024	311	2	868.27	86.83	955.1	781.65	173	0	0	0	0	0.45
2024	312	1	1053.54	98.36	1151.9	798.32	283.6	0	0	69.98	0	0
2024	312	2	372.45	37.25	409.7	334.5	75	0	0	0	0	0.2
2024	313	1	1129.31	106.19	1235.5	842.6	325.5	0	0	67.4	0	0
2024	313	2	495.45	49.55	545	466.9	78	0	0	0	0	0.1
2024	314	1	1158.8	104.3	1263.1	824.15	323.1	0	0	115.85	0	0
2024	314	2	369.73	36.97	406.7	332	74.7	0	0	0	0	0
2024	315	1	1224.66	110.94	1335.6	874.69	345.6	0	0	115.31	0	0
2024	315	2	446.91	44.69	491.6	400.4	78.9	0	0	0	0	12.3
2024	316	1	1282.42	98.78	1381.2	705.42	381.2	0	0	294.58	0	0
2024	316	2	437.55	43.75	481.3	409.8	68.2	0	0	0	0	3.3
2024	317	1	2615.29	245.91	2861.2	1668.8	1036.2	0	0	156.2	0	0
2024	317	2	678.73	67.87	746.6	625.4	121	0	0	0	0	0.2
2024	318	1	2010.8	181.3	2192.1	1452.2	542.1	0	0	197.8	0	0
2024	318	2	851.36	85.14	936.5	803.25	133	0	0	0	0	0.25
2024	319	1	1002.71	83.89	1086.6	706.14	216.6	0	0	163.86	0	0
2024	319	2	342.45	34.25	376.7	286.7	90	0	0	0	0	0
2024	320	1	1187.03	113.27	1300.3	915.7	330.3	0	0	54.3	0	0
2024	320	2	403.27	40.33	443.6	404.8	38.5	0	0	0	0	0.3
2024	321	1	1082.13	96.89	1179.02	691.8	374.02	0	0	113.2	0	0
2024	321	2	336.36	33.64	370	303.15	66	0	0	0	0	0.85
2024	322	1	1349.73	104.17	1453.9	791.99	353.9	0	0	308.01	0	0
2024	322	2	483.82	48.38	532.2	470.8	61	0	0	0	0	0.4
2024	323	1	1285.43	123.25	1408.68	997.05	358.68	0	0	52.95	0	0
2024	323	2	443.82	44.38	488.2	371	117	0	0	0	0	0.2
2024	324	1	2685.07	238.79	2923.86	1707.84	918.86	0	0	297.16	0	0
2024	324	2	639.55	63.95	703.5	556.45	147	0	0	0	0	0.05
2024	325	1	2120.09	181.69	2301.78	1396.8	601.78	0	0	303.2	0	0
2024	325	2	1050.55	105.05	1155.6	998.7	156.7	0	0	0	0	0.2
2024	326	1	1003.9	85.83	1089.73	674.4	269.73	0	0	145.6	0	0
2024	326	2	375.82	37.58	413.4	339	74	0	0	0	0	0.4
2024	327	1	1394.71	99.79	1494.5	713.24	384.5	0	0	396.76	0	0
2024	327	2	423.55	42.35	465.9	417.8	48	0	0	0	0	0.1
2024	328	1	1278.73	95.67	1374.4	628	424.4	0	0	322	0	0
2024	328	2	401.09	40.11	441.2	374.4	66.5	0	0	0	0	0.3
2024	329	1	1229.13	95.57	1324.7	632.3	419	0	0	273.4	0	0
2024	329	2	381.55	38.15	419.7	376.6	43.1	0	0	0	0	0
2024	330	1	1507.32	136.18	1643.5	894.5	603.5	0	0	145.5	0	0
2024	330	2	436.36	43.64	480	451.7	28.3	0	0	0	0	0
2024	331	1	2756.22	242.4	2998.62	1357.74	1308.62	0	0	332.26	0	0
2024	331	2	782.55	78.25	860.8	613.8	247	0	0	0	0	0
2024	332	1	2161.14	172.16	2333.3	1190.5	703.3	0	0	439.5	0	0
2024	332	2	712.55	71.25	783.8	676.8	107	0	0	0	0	0
2024	333	1	1544.71	55.29	1600	608.19	0	0	0	991.81	0	0
2024	333	2	424.36	42.44	466.8	464.5	0	0	0	0	0	2.3
2024	334	1	1292.4	78.9	1371.3	561.64	306.3	0	0	503.36	0	0
2024	334	2	482.36	48.24	530.6	379	151	0	0	0	0	0.6
2024	335	1	1544.27	85.73	1630	943	0	0	0	687	0	0
2024	335	2	351.82	34.93	386.75	384.2	0	0	0	2.55	0	0
2024	336	1	1545.75	127.35	1673.1	872.8	528.1	0	0	272.2	0	0
2024	336	2	405.45	40.55	446	418.2	27.8	0	0	0	0	0
2024	337	1	1423.81	116.19	1540	888.05	390	0	0	261.95	0	0
2024	337	2	468.09	46.81	514.9	455.54	59	0	0	0	0	0.36
2024	338	1	2845.89	238.01	3083.9	1714.17	903.9	0	0	465.83	0	0
2024	338	2	763.82	76.38	840.2	677	163	0	0	0	0	0.2
2024	339	1	1475.23	117.97	1593.2	884.5	413.2	0	0	295.5	0	0
2024	339	2	830.55	83.05	913.6	712.5	201	0	0	0	0	0.1
2024	340	1	1236.12	107.98	1344.1	773.7	414.1	0	0	156.3	0	0
2024	340	2	407.27	40.73	448	405.55	42	0	0	0	0	0.45
2024	341	1	1411.36	97.54	1508.9	674	398.9	0	0	436	0	0
2024	341	2	499.45	49.95	549.4	435.7	113.5	0	0	0	0	0.2
2024	342	1	1458.34	100.86	1559.2	675.22	434.2	0	0	449.78	0	0
2024	342	2	416.35	40.65	457	401.1	46	0	0	9.9	0	0
2024	343	1	1428.87	100.83	1529.7	659.47	449.7	0	0	420.53	0	0
2024	343	2	448.91	44.89	493.8	412.65	81	0	0	0	0	0.15
2024	344	1	1711.75	147.55	1859.3	948.8	674.3	0	0	236.2	0	0
2024	344	2	509.73	50.97	560.7	421.7	139	0	0	0	0	0
2024	345	1	3240	293	3533	2043.9	1179.1	0	0	310	0	0
2024	345	2	890.36	89.04	979.4	853	126	0	0	0	0	0.4
2024	346	1	2311.82	187.88	2499.7	1381.98	684.7	0	0	433.02	0	0
2024	346	2	1017.18	101.72	1118.9	934.7	184	0	0	0	0	0.2
2024	347	1	1568.43	125.17	1693.6	948.3	428.6	0	0	316.7	0	0
2024	347	2	469.18	46.92	516.1	431.8	84	0	0	0	0	0.3
2024	348	1	1662.36	131.99	1794.35	797.95	653.9	0	0	342.5	0	0
2024	348	2	552.96	51.24	604.2	457.5	106.1	0	0	40.6	0	0
2024	349	1	1866.16	162.94	2029.1	1233.25	559.1	0	0	236.75	0	0
2024	349	2	503.73	50.37	554.1	471	83	0	0	0	0	0.1
2024	350	1	2248.59	177.01	2425.6	1201.5	745.6	0	0	478.5	0	0
2024	350	2	549.82	54.98	604.8	510.2	94	0	0	0	0	0.6
2024	351	1	2188.47	176.16	2364.63	1108.08	829.63	0	0	426.92	0	0
2024	351	2	656.09	65.61	721.7	625.1	96.5	0	0	0	0	0.1
2024	352	1	3069.41	237.99	3307.4	1540.49	1077.4	0	0	689.51	0	0
2024	352	2	1193.36	119.34	1312.7	1112.05	200	0	0	0	0	0.65
2024	353	1	3960.58	321.82	4282.4	1962.58	1577.4	0	0	742.42	0	0
2024	353	2	1083.27	108.33	1191.6	977.85	213	0	0	0	0	0.75
